Splits	Weights	GRASSLEY_C_Rep	LEAHY_P_Dem	MARKEY_E_Dem	ROBERTS_C_Rep	SCHUMER_C_Dem	WYDEN_R_Dem	McCONNELL_A_Rep	CARPER_T_Dem	DURBIN_R_Dem	CARDIN_B_Dem	INHOFE_J_Rep	BOOZMAN_J_Rep	CAPITO_S_Rep	VAN_HOLLEN_C_Dem	BLACKBURN_M_Rep	MURPHY_C_Dem	HIRONO_M_Dem	GILLIBRAND_K_Dem	CASSIDY_B_Rep	PETERS_G_Dem	HEINRICH_M_Dem	GARDNER_C_Rep	YOUNG_T_Rep	LANKFORD_J_Rep	SCOTT_T_Rep	SINEMA_K_Dem	COTTON_T_Rep	DUCKWORTH_T_Dem	DAINES_S_Rep	CRAMER_K_Rep	ROSEN_J_Dem	REED_J_Dem	SANDERS_B_Ind	CRAPO_M_Rep	MENENDEZ_R_Dem	PORTMAN_R_Rep	BROWN_S_Dem	WICKER_R_Rep	BURR_R_Rep	GRAHAM_L_Rep	MORAN_J_Rep	STABENOW_D_Dem	BLUNT_R_Rep	THUNE_J_Rep	UDALL_T_Dem	TOOMEY_P_Rep	BALDWIN_T_Dem	CANTWELL_M_Dem	MURKOWSKI_L_Rep	ALEXANDER_L_Rep	CORNYN_J_Rep	KLOBUCHAR_A_Dem	TESTER_J_Dem	CASEY_R_Dem	WHITEHOUSE_S_Dem	BARRASSO_J_Rep	RISCH_J_Rep	SHAHEEN_J_Dem	MERKLEY_J_Dem	WARNER_M_Dem	BENNET_M_Dem	MANCHIN_J_Dem	COONS_C_Dem	BLUMENTHAL_R_Dem	RUBIO_M_Rep	PAUL_R_Rep	HOEVEN_J_Rep	LEE_M_Rep	JOHNSON_R_Rep	SCHATZ_B_Dem	KING_A_Ind	WARREN_E_Dem	FISCHER_D_Rep	CRUZ_R_Rep	KAINE_T_Dem	BOOKER_C_Dem	SULLIVAN_D_Rep	PERDUE_D_Rep	ERNST_J_Rep	SASSE_B_Rep	TILLIS_T_Rep	ROUNDS_M_Rep	CORTEZ_MASTO_C_Dem	HARRIS_K_Dem	HASSAN_M_Dem	KENNEDY_J_Rep	JONES_G_Dem	SMITH_T_Dem	HYDE-SMITH_C_Rep	BRAUN_M_Rep	HAWLEY_J_Rep	ROMNEY_W_Rep	SCOTT_R_Rep	FEINSTEIN_D_Dem	MURRAY_P_Dem	COLLINS_S_Rep	ENZI_M_Rep	SHELBY_R_Rep
184	10.160367	1	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1
185	21.136751	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
186	2.28899	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
187	.18187	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
188	1.125291	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
189	7.533679	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1
190	27.457956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
191	4.184878	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
192	4.222424	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
193	8.509025	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1
194	21.68541	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
195	2.056989	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
196	2.394077	1	1	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
197	.342375	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
198	1.618339	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1
199	21.552362	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
200	1.154132	1	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
201	5.221042	1	0	0	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1
202	23.979893	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
203	1.310717	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
204	4.826149	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1
205	31.519615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
206	9.605719	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
207	2.308584	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
208	6.661078	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
209	1.642337	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
210	2.78443	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1
211	28.785946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
212	4.449345	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
213	2.268004	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
214	.376032	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
215	1.915	1	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1
216	32.594753	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
217	2.578401	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
218	23.085003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
219	3.017797	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
220	17.79841	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
221	10.830144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
222	.617171	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
223	.346377	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
224	2.046855	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
225	.48457	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
226	4.897283	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
227	2.263941	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
228	6.23506	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
229	1.563761	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
230	5.035476	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
231	.387432	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
232	1.154338	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
233	21.932137	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
234	7.040315	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
235	6.153206	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
236	2.27812	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
237	6.424481	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
238	5.439028	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
239	21.600672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
240	5.727774	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
241	.299526	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
242	2.222751	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
243	3.646988	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
244	.807554	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
245	37.983097	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
