Splits	Weights	BYRD_R_Dem	INOUYE_D_Dem	THURMOND_J_Rep	PRYOR_D_Dem	KENNEDY_E_Dem	PELL_C_Dem	ROTH_W_Rep	HATFIELD_M_Rep	HOLLINGS_E_Dem	STEVENS_T_Rep	SARBANES_P_Dem	BREAUX_J_Dem	COCHRAN_W_Rep	COHEN_W_Rep	LOTT_C_Rep	BIDEN_J_Dem	DOMENICI_P_Rep	HELMS_J_Rep	JOHNSTON_J_Dem	NUNN_S_Dem	BAUCUS_M_Dem	DODD_C_Dem	GRASSLEY_C_Rep	HARKIN_T_Dem	JEFFORDS_J_Rep	PRESSLER_L_Rep	SIMON_P_Dem	BUMPERS_D_Dem	FORD_W_Dem	GLENN_J_Dem	LEAHY_P_Dem	AKAKA_D_Dem	MIKULSKI_B_Dem	CHAFEE_J_Rep	LUGAR_R_Rep	MOYNIHAN_D_Dem	DASCHLE_T_Dem	GRAMM_W_Rep	SNOWE_O_Rep	BRADLEY_W_Dem	EXON_J_Dem	HEFLIN_H_Dem	KASSEBAUM_N_Rep	LEVIN_C_Dem	SIMPSON_A_Rep	WARNER_J_Rep	BROWN_G_Rep	COATS_D_Rep	CRAIG_L_Rep	DORGAN_B_Dem	GREGG_J_Rep	DAMATO_A_Rep	GORTON_T_Rep	MURKOWSKI_F_Rep	NICKLES_D_Rep	SPECTER_A_Rep	BINGAMAN_J_Dem	LAUTENBERG_F_Dem	KERRY_J_Dem	McCONNELL_A_Rep	ROCKEFELLER_J_Dem	BOXER_B_Dem	DeWINE_M_Rep	MACK_C_Rep	McCAIN_J_Rep	REID_H_Dem	SMITH_R_Rep	INHOFE_J_Rep	KYL_J_Rep	BOND_C_Rep	CONRAD_K_Dem	GRAHAM_D_Dem	THOMAS_C_Rep	BRYAN_R_Dem	BURNS_C_Rep	KERREY_J_Dem	KOHL_H_Dem	LIEBERMAN_J_Dem	ROBB_C_Dem	SANTORUM_R_Rep	GRAMS_R_Rep	WELLSTONE_P_Dem	FEINSTEIN_D_Dem	COVERDELL_P_Rep	KEMPTHORNE_D_Rep	MOSELEY_BRAUN_C_Dem	FAIRCLOTH_D_Rep	HUTCHISON_K_Rep	BENNETT_R_Rep	MURRAY_P_Dem	FEINGOLD_R_Dem	ABRAHAM_S_Rep	ASHCROFT_J_Rep	FRIST_W_Rep	THOMPSON_F_Rep	SHELBY_R_Rep	CLINTON_W_Dem
304	.017637	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1
305	.019254	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1
306	.018981	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1
307	.221411	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1
308	.029062	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1
309	.027731	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1
310	.029599	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1
311	.011349	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1
312	68.688461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
313	.572121	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
314	2.573358	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
315	.473318	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
316	.015355	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
317	.011928	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
318	.002599	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
319	.013594	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
320	.014545	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
321	.016044	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
322	75.306984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
323	.726892	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
324	.007593	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
325	.011529	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
326	.011076	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
327	.007591	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
328	.006152	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
329	.007767	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
330	.009043	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
331	64.187057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
332	1.106306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
333	.010467	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
334	3.843616	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
335	.009045	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
336	6.364391	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
337	.006257	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
338	.003863	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
339	5.426347	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
340	76.227264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
341	.006242	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
342	.004163	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
343	62.357079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
344	2.294258	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
345	58.130638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
346	2.785189	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
347	.705057	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
348	77.197578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
349	.008806	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
350	.011987	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
351	1.239538	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
352	57.906666	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
353	.016272	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
354	.01684	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
355	.009283	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
356	.012202	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
357	4.802147	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
358	57.440807	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
359	5.234365	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
360	3.26554	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
361	1.505518	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
362	.011161	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1
363	58.717487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
364	12.197765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
365	9.574613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
366	.721327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
