Splits	Weights	COCHRAN_W_Rep	GRASSLEY_C_Rep	LEAHY_P_Dem	MARKEY_E_Dem	MIKULSKI_B_Dem	HATCH_O_Rep	NELSON_C_Dem	COATS_D_Rep	ROBERTS_C_Rep	SCHUMER_C_Dem	WYDEN_R_Dem	McCONNELL_A_Rep	BOXER_B_Dem	CARPER_T_Dem	DURBIN_R_Dem	McCAIN_J_Rep	REID_H_Dem	CARDIN_B_Dem	INHOFE_J_Rep	FLAKE_J_Rep	BOOZMAN_J_Rep	KIRK_M_Rep	CAPITO_S_Rep	MURPHY_C_Dem	HIRONO_M_Dem	DONNELLY_J_Dem	HELLER_D_Rep	GILLIBRAND_K_Dem	CASSIDY_B_Rep	PETERS_G_Dem	HEINRICH_M_Dem	GARDNER_C_Rep	LANKFORD_J_Rep	SCOTT_T_Rep	COTTON_T_Rep	DAINES_S_Rep	REED_J_Dem	SANDERS_B_Ind	CRAPO_M_Rep	MENENDEZ_R_Dem	PORTMAN_R_Rep	BROWN_S_Dem	WICKER_R_Rep	BURR_R_Rep	GRAHAM_L_Rep	MORAN_J_Rep	STABENOW_D_Dem	BLUNT_R_Rep	THUNE_J_Rep	ISAKSON_J_Rep	VITTER_D_Rep	UDALL_T_Dem	TOOMEY_P_Rep	BALDWIN_T_Dem	CANTWELL_M_Dem	MURKOWSKI_L_Rep	ALEXANDER_L_Rep	CORNYN_J_Rep	KLOBUCHAR_A_Dem	McCASKILL_C_Dem	TESTER_J_Dem	CASEY_R_Dem	WHITEHOUSE_S_Dem	CORKER_R_Rep	BARRASSO_J_Rep	RISCH_J_Rep	FRANKEN_A_Dem	SHAHEEN_J_Dem	MERKLEY_J_Dem	WARNER_M_Dem	BENNET_M_Dem	MANCHIN_J_Dem	COONS_C_Dem	BLUMENTHAL_R_Dem	RUBIO_M_Rep	PAUL_R_Rep	AYOTTE_K_Rep	HOEVEN_J_Rep	LEE_M_Rep	JOHNSON_R_Rep	SCHATZ_B_Dem	KING_A_Ind	WARREN_E_Dem	FISCHER_D_Rep	HEITKAMP_M_Dem	CRUZ_R_Rep	KAINE_T_Dem	BOOKER_C_Dem	SULLIVAN_D_Rep	PERDUE_D_Rep	ERNST_J_Rep	SASSE_B_Rep	TILLIS_T_Rep	ROUNDS_M_Rep	FEINSTEIN_D_Dem	MURRAY_P_Dem	SESSIONS_J_Rep	COLLINS_S_Rep	ENZI_M_Rep	SHELBY_R_Rep
178	33.557064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
179	5.178815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
180	24.395468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
181	.254879	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
182	21.273323	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
183	10.121711	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
184	14.943515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
185	1.800961	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
186	21.857878	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
187	.198354	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
188	.00444	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
189	2.977621	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
190	.64796	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
191	30.401136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
192	.002831	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1
193	.015222	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
194	.010997	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
195	.006574	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
196	.003631	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
197	3.752977	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
198	4.99562	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
199	.687633	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
200	5.764285	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
201	29.485371	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
202	30.684441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
203	.405342	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
204	.002641	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
205	.004492	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1
206	.018114	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
207	.0161	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
208	.012123	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
209	11.80382	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
210	.354538	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
211	5.488403	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
212	.576567	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
213	7.98778	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
214	30.014973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
215	1.44157	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
216	.005947	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
217	.006282	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
218	.015075	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
219	.010555	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
220	.000918	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
221	.009826	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1
222	.022318	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
223	.019727	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
224	.015258	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
225	.012201	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
226	58.510323	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
227	9.351333	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
228	.004163	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
229	3.26827	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
230	17.092562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
231	.00321	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
232	.013745	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
233	.01291	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
234	8.243985	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
235	4.768476	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
236	8.241572	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1
237	5.926321	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	1
238	20.84358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
